item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000538,ORD000691,PROD0457,2,11566.09,31
ITEM000539,ORD000935,PROD0340,1,61383.72,33
ITEM000541,ORD000228,PROD0062,5,36334.84,22
ITEM000542,ORD000894,PROD0284,1,22415.89,11
ITEM000543,ORD001047,PROD0100,2,11951.07,1
ITEM000544,ORD000725,PROD0270,5,50097.28,33
ITEM000545,ORD001092,PROD0186,5,6749.67,33
ITEM000546,ORD000326,PROD0052,2,5063.32,14
ITEM000547,ORD000312,PROD0277,5,18778.61,3
ITEM000548,ORD000821,PROD0152,4,8134.97,30
ITEM000549,ORD000279,PROD0370,-3,842.94,35
ITEM000550,ORD000428,PROD0473,5,52758.31,48
ITEM000551,ORD000295,PROD0247,2,39426.01,15
ITEM000552,ORD000327,PROD0331,4,45655.39,22
ITEM000553,ORD000566,PROD0072,4,58045.69,43
ITEM000554,ORD000909,PROD0073,3,20185.13,7
ITEM000555,ORD001074,PROD0053,5,40395.56,19
ITEM000556,ORD001109,PROD0381,5,39603.9,48
ITEM000557,ORD000700,PROD0449,3,54837.84,16
ITEM000558,ORD000956,PROD0219,5,15516.67,50
ITEM000559,ORD000597,PROD0116,5,23666.62,38
ITEM000560,ORD000743,PROD0124,4,73162.96,26
ITEM000561,ORD000216,PROD0443,3,30505.82,16
ITEM000562,ORD000674,PROD0215,3,43419.76,6
ITEM000563,ORD000995,PROD0125,5,37080.25,42
ITEM000564,ORD001000,PROD0288,5,51506.56,33
ITEM000565,ORD000784,PROD0022,5,43145.24,41
ITEM000567,ORD000864,PROD0418,4,3701.76,41
ITEM000568,ORD000944,PROD0294,5,13301.9,40
ITEM000569,ORD000885,PROD0343,1,4534.74,40
ITEM000570,ORD000203,PROD0150,4,24644.89,16
ITEM000571,ORD000705,PROD0181,2,41532.17,20
ITEM000572,ORD000539,PROD0394,2,54500.74,35
ITEM000573,ORD000822,PROD0386,3,21120.85,31
ITEM000575,ORD000627,PROD0052,1,4297.26,31
ITEM000576,ORD000784,PROD0104,3,48131.77,21
ITEM000577,ORD000741,PROD0387,2,15769.76,7
ITEM000578,ORD000636,PROD0466,5,20507.57,48
ITEM000579,ORD000365,PROD0204,5,41430.28,5
ITEM000580,ORD000829,PROD0437,3,2465.2,22
ITEM000581,ORD000789,PROD0054,3,33710.7,20
ITEM000582,ORD000907,PROD0423,1,36018.56,17
ITEM000583,ORD000460,PROD0427,2,21449.43,41
ITEM000584,ORD000298,PROD0007,3,3008.74,39
ITEM000585,ORD000899,PROD0213,5,28193.77,26
ITEM000586,ORD001063,PROD0298,4,29254.62,24
ITEM000587,ORD000746,PROD0412,3,44334.18,15
ITEM000588,ORD000732,PROD0040,2,53129.19,44
ITEM000590,ORD001097,PROD0161,1,66453.58,46
ITEM000591,ORD001135,PROD0421,2,25527.92,3
ITEM000592,ORD000897,PROD0255,5,33854.15,10
ITEM000593,ORD000919,PROD0287,1,40071.59,45
ITEM000595,ORD001006,PROD0221,2,14767.72,28
ITEM000596,ORD000624,PROD0170,2,37684.39,26
ITEM000597,ORD001106,PROD0349,5,34565.95,39
ITEM000598,ORD000734,PROD0301,1,55497.29,4
ITEM000599,ORD000331,PROD0376,2,5420.33,48
ITEM000600,ORD000372,PROD0016,4,14178.49,6
ITEM000602,ORD000704,PROD0094,1,2660.86,27
ITEM000603,ORD001024,PROD0047,2,53471.54,22
ITEM000604,ORD000168,PROD0174,4,64318.12,1
ITEM000605,ORD000125,PROD0286,1,6189.42,0
ITEM000606,ORD001084,PROD0007,1,3318.75,36
ITEM000607,ORD000143,PROD0490,2,51235.53,11
ITEM000608,ORD000708,PROD0050,2,37534.97,28
ITEM000609,ORD000364,PROD0260,2,25439.6,39
ITEM000610,ORD001101,PROD0455,1,4626.91,18
ITEM000611,ORD000370,PROD0303,5,39228.64,12
ITEM000612,ORD000691,PROD0481,4,6779.88,24
ITEM000613,ORD000239,PROD0343,5,4636.07,9
ITEM000614,ORD001006,PROD0097,4,30721.96,30
ITEM000615,ORD000203,PROD0435,5,24036.47,33
ITEM000616,ORD001090,PROD0268,4,51084.6,18
ITEM000618,ORD000169,PROD0252,1,56335.61,30
ITEM000619,ORD000627,PROD0255,3,31529.69,33
ITEM000620,ORD000386,PROD0485,1,3417.06,36
ITEM000621,ORD000643,PROD0379,1,6587.68,19
ITEM000622,ORD000721,PROD0494,5,65658.18,27
ITEM000623,ORD001074,PROD0435,2,24222.35,2
ITEM000624,ORD000203,PROD0235,2,67021.92,4
ITEM000625,ORD001015,PROD0106,5,4467.49,24
ITEM000626,ORD000239,PROD0474,-3,23684.75,21
ITEM000627,ORD000799,PROD0424,2,63361.26,2
ITEM000628,ORD000505,PROD0319,3,51660.88,36
ITEM000629,ORD000635,PROD0105,3,27521.03,26
ITEM000630,ORD000389,PROD0419,4,45806.43,44
ITEM000631,ORD000920,PROD0066,2,4958.22,10
ITEM000632,ORD001001,PROD0035,2,39625.38,47
ITEM000633,ORD000816,PROD0146,5,62334.59,16
ITEM000634,ORD000245,PROD0203,2,8942.76,31
ITEM000635,ORD001062,PROD0019,4,5439.17,2
ITEM000636,ORD000378,PROD0043,1,21949.87,28
ITEM000637,ORD000906,PROD0306,1,61219.76,12
ITEM000638,ORD000652,PROD0023,-5,9080.89,16
ITEM000639,ORD000718,PROD0237,2,40700.82,24
ITEM000640,ORD000598,PROD0259,1,16378.59,21
ITEM000641,ORD000899,PROD0013,4,37451.32,33
ITEM000642,ORD000330,PROD0074,5,42046.77,43
ITEM000643,ORD001061,PROD0274,1,54968.02,20
ITEM000644,ORD000294,PROD0462,1,5386.35,0
ITEM000645,ORD000794,PROD0394,5,46044.37,40
ITEM000646,ORD001118,PROD0038,1,711.25,36
ITEM000647,ORD000579,PROD0352,5,68289.86,15
ITEM000648,ORD000513,PROD0177,4,39704.13,29
ITEM000649,ORD000738,PROD0115,2,25986.86,24
ITEM000650,ORD000329,PROD0189,1,45717.68,2
ITEM000651,ORD001109,PROD0437,2,2293.57,40
ITEM000652,ORD000832,PROD0216,4,58748.38,24
ITEM000653,ORD000692,PROD0167,4,15987.21,15
ITEM000654,ORD000392,PROD0292,2,27427.32,50
ITEM000655,ORD000949,PROD0281,4,25371.19,25
ITEM000656,ORD000223,PROD0278,4,31948.35,49
ITEM000657,ORD000845,PROD0027,2,50376.22,10
ITEM000658,ORD001060,PROD0222,2,48567.52,13
ITEM000659,ORD000353,PROD0140,5,54604.28,36
ITEM000660,ORD000406,PROD0078,4,8395.25,47
ITEM000661,ORD000997,PROD0162,5,34342.42,47
ITEM000662,ORD000073,PROD0347,1,28115.08,0
ITEM000663,ORD000109,PROD0170,1,37952.89,12
ITEM000664,ORD000437,PROD0158,1,36671.33,37
ITEM000665,ORD000915,PROD0244,3,21942.4,6
ITEM000666,ORD000328,PROD0462,2,5606.31,39
ITEM000667,ORD001151,PROD0283,4,29956.94,15
ITEM000668,ORD000301,PROD0466,4,17279.45,24
ITEM000669,ORD000977,PROD0088,1,8444.71,23
ITEM000670,ORD001198,PROD0293,2,10058.31,31
ITEM000671,ORD001161,PROD0177,3,39572.61,4
ITEM000672,ORD000615,PROD0347,4,28365.14,50
ITEM000673,ORD000404,PROD0493,3,59041.45,50
ITEM000674,ORD001014,PROD0009,5,31983.45,10
ITEM000675,ORD000518,PROD0099,5,61727.3,1
ITEM000676,ORD000342,PROD0027,2,45973.16,27
ITEM000677,ORD000559,PROD0384,4,1929.76,2
ITEM000678,ORD000022,PROD0377,-5,36770.62,30
ITEM000679,ORD000074,PROD0356,3,32115.62,32
ITEM000680,ORD000870,PROD0209,3,44430.05,16
ITEM000681,ORD001002,PROD0145,3,15962.44,42
ITEM000682,ORD000653,PROD0442,5,18739.32,8
ITEM000683,ORD000220,PROD0125,1,31241.17,36
ITEM000684,ORD000179,PROD0443,-1,24207.5,21
ITEM000685,ORD000145,PROD0080,5,11732.58,29
ITEM000686,ORD000678,PROD0403,1,20975.93,8
ITEM000687,ORD000167,PROD0096,1,35747.17,27
ITEM000688,ORD000478,PROD0108,1,37857.15,40
ITEM000689,ORD000975,PROD0419,2,53852.35,45
ITEM000690,ORD000590,PROD0375,5,4737.71,11
ITEM000691,ORD000163,PROD0091,2,52180.96,36
ITEM000692,ORD000254,PROD0360,1,48781.6,48
ITEM000693,ORD000333,PROD0203,5,8557.24,40
ITEM000694,ORD000874,PROD0129,3,44664.62,41
ITEM000695,ORD000516,PROD0145,2,14031.46,22
ITEM000696,ORD000124,PROD0318,4,41317.85,45
ITEM000697,ORD000181,PROD0164,5,42840.28,44
ITEM000698,ORD000135,PROD0292,3,24193.38,22
ITEM000699,ORD000984,PROD0190,4,39100.8,34
ITEM000700,ORD000390,PROD0117,5,12915.35,26
ITEM000701,ORD000946,PROD0167,4,17786.55,28
ITEM000702,ORD000790,PROD0215,1,54227.17,24
ITEM000703,ORD000306,PROD0205,-3,48232.2,42
ITEM000704,ORD000310,PROD0304,2,42757.18,30
ITEM000705,ORD000691,PROD0102,1,37668.9,35
ITEM000706,ORD000390,PROD0250,5,40894.04,10
ITEM000707,ORD000123,PROD0181,1,36120.71,30
ITEM000708,ORD000290,PROD0121,5,57632.09,26
ITEM000709,ORD000631,PROD0324,2,8693.12,39
ITEM000710,ORD000250,PROD0307,2,48511.77,23
ITEM000711,ORD000263,PROD0190,5,33958.77,28
ITEM000712,ORD000505,PROD0108,3,44171.84,20
ITEM000713,ORD000976,PROD0403,3,24870.77,21
ITEM000714,ORD000261,PROD0495,3,33629.14,14
ITEM000715,ORD000486,PROD0417,2,24051.24,1
ITEM000716,ORD000196,PROD0197,2,14131.11,31
ITEM000717,ORD000545,PROD0035,4,39976.01,49
ITEM000718,ORD000294,PROD0187,1,50584.27,0
ITEM000720,ORD001099,PROD0103,2,22312.39,7
ITEM000721,ORD000125,PROD0377,2,38220.67,15
ITEM000722,ORD000867,PROD0359,1,52067.12,18
ITEM000723,ORD000864,PROD0041,3,63123.31,9
ITEM000724,ORD000783,PROD0285,2,50624.13,6
ITEM000725,ORD000934,PROD0142,2,21879.55,10
ITEM000726,ORD000662,PROD0490,1,54987.76,35
ITEM000727,ORD000291,PROD0162,4,34511.62,41
ITEM000728,ORD000365,PROD0168,5,17546.18,18
ITEM000730,ORD000140,PROD0072,2,48460.17,45
ITEM000731,ORD000738,PROD0498,3,24528.98,48
ITEM000732,ORD000821,PROD0280,1,24095.91,25
ITEM000733,ORD001123,PROD0422,1,12076.04,7
ITEM000734,ORD000535,PROD0117,2,12887.79,1
ITEM000735,ORD000462,PROD0246,1,3341.8,9
ITEM000736,ORD000282,PROD0257,3,19366.32,42
ITEM000738,ORD000140,PROD0021,2,51712.19,37
ITEM000739,ORD000716,PROD0360,1,42268.14,10
ITEM000740,ORD000312,PROD0275,1,6116.54,18
ITEM000741,ORD000767,PROD0262,4,50678.9,38
ITEM000742,ORD000401,PROD0168,3,21427.34,28
ITEM000743,ORD001049,PROD0395,4,569.86,24
ITEM000745,ORD000622,PROD0185,4,19491.72,36
ITEM000746,ORD000517,PROD0112,-5,37498.08,11
ITEM000747,ORD000423,PROD0256,4,34205.54,25
ITEM000748,ORD000339,PROD0472,4,25992.91,50
ITEM000749,ORD000509,PROD0040,5,40844.67,1
ITEM000750,ORD000023,PROD0485,3,3126.27,24
ITEM000751,ORD000327,PROD0050,1,38345.6,27
ITEM000753,ORD000246,PROD0155,2,56296.75,13
ITEM000754,ORD000063,PROD0451,4,14372.58,46
ITEM000755,ORD001188,PROD0356,5,28857.09,36
ITEM000756,ORD000314,PROD0111,1,50132.24,2
ITEM000757,ORD000954,PROD0212,2,26424.91,2
ITEM000758,ORD000576,PROD0364,3,18653.65,17
ITEM000759,ORD000557,PROD0494,2,58727.55,0
ITEM000760,ORD000091,PROD0448,5,31674.59,44
ITEM000761,ORD000475,PROD0367,1,10801.26,23
ITEM000762,ORD000968,PROD0279,2,31560.32,46
ITEM000763,ORD000299,PROD0165,3,52173.64,23
ITEM000765,ORD000836,PROD0185,4,17338.71,8
ITEM000766,ORD000735,PROD0331,4,51019.81,43
ITEM000768,ORD001107,PROD0324,2,9440.35,50
ITEM000769,ORD000812,PROD0042,4,47942.89,34
ITEM000770,ORD000213,PROD0295,1,52547.47,10
ITEM000771,ORD000686,PROD0251,1,25354.31,23
ITEM000772,ORD000809,PROD0268,4,46687.58,26
ITEM000773,ORD000218,PROD0116,4,21748.95,48
ITEM000774,ORD000002,PROD0458,5,39878.18,4
ITEM000775,ORD000628,PROD0124,4,58306.71,40
ITEM000776,ORD000392,PROD0013,1,35892.39,11
ITEM000777,ORD000147,PROD0035,3,38967.79,22
ITEM000778,ORD000022,PROD0358,5,14464.32,13
ITEM000780,ORD000720,PROD0016,3,16614.05,24
ITEM000781,ORD000201,PROD0217,5,41087.06,43
ITEM000782,ORD000056,PROD0195,1,62969.79,5
ITEM000783,ORD001114,PROD0048,1,10609.51,40
ITEM000784,ORD000932,PROD0195,3,67006.53,2
ITEM000785,ORD001132,PROD0398,4,15590.43,0
ITEM000786,ORD000058,PROD0479,5,932.63,29
ITEM000787,ORD001158,PROD0199,5,750.77,37
ITEM000788,ORD001059,PROD0252,2,55819.76,10
ITEM000789,ORD000679,PROD0219,1,16677.38,4
ITEM000790,ORD000996,PROD0128,1,5283.95,41
ITEM000791,ORD000772,PROD0023,3,9667.03,43
ITEM000792,ORD001011,PROD0118,4,57350.3,7
ITEM000793,ORD000286,PROD0068,5,1287.61,23
ITEM000794,ORD000881,PROD0011,5,26656.44,34
ITEM000795,ORD000971,PROD0018,3,10655.34,4
ITEM000796,ORD000539,PROD0450,3,43689.92,15
ITEM000797,ORD000282,PROD0062,1,41945.2,42
ITEM000798,ORD001119,PROD0192,5,10953.25,50
ITEM000799,ORD001193,PROD0212,1,23688.4,9
ITEM000800,ORD000801,PROD0006,3,55820.73,7
ITEM000801,ORD000545,PROD0300,-5,47796.66,8
ITEM000802,ORD000500,PROD0441,4,56459.88,30
ITEM000803,ORD000439,PROD0051,2,66758.39,34
ITEM000804,ORD000146,PROD0075,2,55919.8,48
ITEM000806,ORD000741,PROD0481,2,6488.81,48
ITEM000807,ORD000657,PROD0400,-4,25835.02,23
ITEM000808,ORD000461,PROD0384,2,2315.64,32
ITEM000809,ORD000323,PROD0124,5,63979.06,4
ITEM000810,ORD000064,PROD0214,1,32688.1,49
ITEM000811,ORD000082,PROD0190,3,38804.08,21
ITEM000812,ORD001097,PROD0310,3,48873.43,30
ITEM000813,ORD000791,PROD0388,5,335.27,38
ITEM000815,ORD000129,PROD0129,3,49350.9,38
ITEM000816,ORD000642,PROD0475,3,29853.53,22
ITEM000817,ORD000393,PROD0423,3,39199.18,16
ITEM000818,ORD000386,PROD0394,5,44724.89,49
ITEM000819,ORD000390,PROD0352,3,61622.94,13
ITEM000820,ORD001192,PROD0267,2,2419.53,18
ITEM000822,ORD000803,PROD0248,3,21257.3,21
ITEM000823,ORD000148,PROD0130,1,13083.7,25
ITEM000825,ORD000568,PROD0262,5,51779.76,27
ITEM000826,ORD001003,PROD0305,1,30352.85,7
ITEM000827,ORD000252,PROD0186,1,5148.8,6
ITEM000828,ORD000550,PROD0066,1,5948.94,13
ITEM000829,ORD001161,PROD0031,1,42371.03,46
ITEM000830,ORD000881,PROD0124,2,66078.01,48
ITEM000831,ORD001132,PROD0182,2,15485.86,20
ITEM000832,ORD000352,PROD0413,4,20214.14,10
ITEM000833,ORD000553,PROD0415,4,48196.1,26
ITEM000834,ORD000942,PROD0313,2,48265.45,17
ITEM000835,ORD000490,PROD0344,3,50214.13,24
ITEM000836,ORD000476,PROD0052,1,4481.34,9
ITEM000837,ORD000788,PROD0436,5,46421.76,48
ITEM000838,ORD001007,PROD0224,5,32958.01,32
ITEM000839,ORD000906,PROD0311,2,38181.86,38
ITEM000840,ORD000774,PROD0087,4,13312.37,25
ITEM000841,ORD000596,PROD0461,2,53002.16,1
ITEM000842,ORD001154,PROD0125,1,39399.97,24
ITEM000843,ORD000737,PROD0196,1,46548.25,27
ITEM000844,ORD000523,PROD0179,2,54766.08,16
ITEM000845,ORD000346,PROD0113,5,52176.27,12
ITEM000846,ORD000782,PROD0187,1,48315.45,10
ITEM000847,ORD001133,PROD0026,3,61106.77,28
ITEM000848,ORD000291,PROD0440,4,43070.37,14
ITEM000849,ORD000342,PROD0267,1,1980.27,3
ITEM000850,ORD000361,PROD0148,5,32728.75,10
ITEM000851,ORD000401,PROD0309,1,46226.72,50
ITEM000852,ORD000255,PROD0399,4,21690.96,11
ITEM000853,ORD000383,PROD0126,1,51685.26,17
ITEM000854,ORD000043,PROD0257,5,17365.83,10
ITEM000855,ORD000320,PROD0434,2,21454.97,23
ITEM000856,ORD000572,PROD0237,2,50182.42,45
ITEM000857,ORD000087,PROD0035,4,41253.06,33
ITEM000858,ORD000809,PROD0282,5,49920.26,29
ITEM000859,ORD001065,PROD0182,5,16816.7,25
ITEM000860,ORD001073,PROD0480,4,10816.81,8
ITEM000861,ORD000424,PROD0038,5,697.87,7
ITEM000862,ORD000845,PROD0196,4,37165.35,31
ITEM000863,ORD000033,PROD0111,4,56110.14,28
ITEM000864,ORD000287,PROD0333,3,37852.56,14
ITEM000865,ORD000518,PROD0250,4,41309.66,13
ITEM000866,ORD000852,PROD0492,1,30416.9,40
ITEM000867,ORD000606,PROD0192,1,14229.6,41
ITEM000868,ORD000160,PROD0307,3,51202.73,30
ITEM000869,ORD000982,PROD0035,3,41567.35,32
ITEM000870,ORD000208,PROD0075,5,53588.32,13
ITEM000871,ORD000761,PROD0013,4,44361.27,29
ITEM000872,ORD000669,PROD0146,3,56482.18,7
ITEM000873,ORD000999,PROD0222,5,61795.2,46
ITEM000874,ORD001037,PROD0035,2,42485.3,42
ITEM000875,ORD000548,PROD0074,2,44138.41,39
ITEM000876,ORD000808,PROD0113,1,43031.45,8
ITEM000877,ORD001166,PROD0100,4,14610.47,27
ITEM000878,ORD000523,PROD0470,-2,42397.22,2
ITEM000880,ORD001011,PROD0059,1,12409.91,21
ITEM000881,ORD000763,PROD0436,4,50356.72,35
ITEM000882,ORD000678,PROD0324,3,9707.51,45
ITEM000883,ORD000572,PROD0413,5,17986.34,1
ITEM000884,ORD000558,PROD0169,5,57734.25,25
ITEM000885,ORD000616,PROD0411,3,40425.79,14
ITEM000886,ORD000449,PROD0451,2,14576.78,6
ITEM000887,ORD001036,PROD0186,4,5785.97,21
ITEM000888,ORD000497,PROD0084,5,7421.93,4
ITEM000889,ORD000117,PROD0224,4,34543.99,30
ITEM000891,ORD000812,PROD0302,2,7228.37,18
ITEM000892,ORD000338,PROD0173,2,16585.23,5
ITEM000893,ORD000169,PROD0408,1,6830.46,5
ITEM000894,ORD000312,PROD0027,1,42457.34,18
ITEM000895,ORD000752,PROD0348,3,7509.95,10
ITEM000896,ORD000677,PROD0052,1,3973.76,2
ITEM000897,ORD000394,PROD0405,2,9467.8,31
ITEM000898,ORD000597,PROD0316,5,22014.7,8
ITEM000899,ORD000533,PROD0081,5,6278.65,44
ITEM000900,ORD000806,PROD0437,3,2748.2,28
ITEM000901,ORD001043,PROD0157,3,26155.55,26
ITEM000902,ORD000482,PROD0407,3,4531.89,29
ITEM000903,ORD000318,PROD0019,1,6890.93,9
ITEM000904,ORD000920,PROD0065,2,39831.11,21
ITEM000905,ORD001187,PROD0123,4,53285.34,41
ITEM000906,ORD001131,PROD0374,5,43537.31,30
ITEM000907,ORD000746,PROD0081,4,5267.72,2
ITEM000908,ORD000517,PROD0200,2,7711.66,25
ITEM000909,ORD000663,PROD0231,2,3410.72,45
ITEM000910,ORD000645,PROD0491,5,3960.02,50
ITEM000911,ORD000514,PROD0213,1,31764.92,9
ITEM000913,ORD000856,PROD0020,1,40656.66,39
ITEM000914,ORD000006,PROD0054,4,33697.37,12
ITEM000915,ORD000681,PROD0349,5,39379.68,33
ITEM000916,ORD000403,PROD0223,1,64967.04,35
ITEM000917,ORD000935,PROD0023,3,9877.46,40
ITEM000918,ORD000129,PROD0243,4,20848.25,38
ITEM000919,ORD000646,PROD0428,5,30351.31,41
ITEM000920,ORD000470,PROD0343,5,4665.69,33
ITEM000921,ORD000455,PROD0488,4,40966.49,3
ITEM000922,ORD000561,PROD0275,5,4842.36,46
ITEM000923,ORD000628,PROD0394,5,50256.65,37
ITEM000924,ORD001132,PROD0148,1,37910.1,24
ITEM000925,ORD000673,PROD0091,5,39755.29,27
ITEM000926,ORD000503,PROD0485,-4,2948.56,47
ITEM000927,ORD000347,PROD0337,3,36146.71,27
ITEM000928,ORD000336,PROD0186,1,5547.7,34
ITEM000929,ORD000141,PROD0040,2,53509.12,0
ITEM000930,ORD000136,PROD0399,3,19913.64,28
ITEM000931,ORD001025,PROD0393,5,56376.46,42
ITEM000932,ORD000171,PROD0183,1,6422.85,12
ITEM000933,ORD000513,PROD0372,1,51444.93,50
ITEM000934,ORD000130,PROD0084,2,6602.09,44
ITEM000935,ORD000981,PROD0474,-3,28540.84,50
ITEM000936,ORD000213,PROD0414,5,35108.42,10
ITEM000938,ORD001013,PROD0286,4,7379.32,12
ITEM000939,ORD000075,PROD0232,-2,19880.72,42
ITEM000940,ORD000694,PROD0213,1,30691.22,5
ITEM000941,ORD000197,PROD0305,5,27736.52,8
ITEM000942,ORD001134,PROD0283,3,35190.79,50
ITEM000943,ORD000650,PROD0126,3,56175.69,2
ITEM000944,ORD000113,PROD0481,3,7705.85,44
ITEM000945,ORD000778,PROD0079,3,35125.83,4
ITEM000946,ORD000746,PROD0039,4,42957.57,1
ITEM000947,ORD000584,PROD0168,2,22807.59,33
ITEM000948,ORD000206,PROD0186,1,5502.83,21
ITEM000949,ORD000254,PROD0094,5,3227.1,14
ITEM000951,ORD001125,PROD0479,5,945.25,35
ITEM000952,ORD000206,PROD0459,4,36521.15,26
ITEM000953,ORD000683,PROD0138,1,12081.9,37
ITEM000955,ORD000542,PROD0082,5,30331.5,15
ITEM000956,ORD000345,PROD0095,5,20455.4,1
ITEM000957,ORD000260,PROD0087,5,13719.44,43
ITEM000958,ORD000560,PROD0296,2,18180.07,27
ITEM000959,ORD000796,PROD0099,5,54475.38,37
ITEM000960,ORD001185,PROD0148,3,37193.4,7
ITEM000961,ORD000523,PROD0332,5,32989.96,25
ITEM000962,ORD000519,PROD0354,2,51794.0,37
ITEM000963,ORD000510,PROD0068,1,1211.64,2
ITEM000964,ORD000809,PROD0069,2,43890.95,0
ITEM000966,ORD000253,PROD0445,3,51515.33,42
ITEM000967,ORD000564,PROD0228,2,38989.84,24
ITEM000968,ORD000498,PROD0251,4,22533.48,16
ITEM000970,ORD001074,PROD0149,2,68656.56,9
ITEM000971,ORD000363,PROD0219,1,15753.8,4
ITEM000972,ORD000713,PROD0156,2,67058.52,17
ITEM000973,ORD000800,PROD0139,2,31820.21,8
ITEM000975,ORD000297,PROD0057,3,21129.7,44
ITEM000976,ORD001058,PROD0410,3,47248.97,36
ITEM000977,ORD000220,PROD0124,3,58997.31,42
ITEM000978,ORD001177,PROD0410,5,57605.43,33
ITEM000980,ORD000699,PROD0001,4,7298.92,19
ITEM000981,ORD000871,PROD0129,3,46002.92,42
ITEM000982,ORD001158,PROD0289,3,61046.69,12
ITEM000983,ORD000666,PROD0024,3,39100.18,34
ITEM000984,ORD000467,PROD0221,-5,14075.78,36
ITEM000985,ORD000474,PROD0211,1,3770.89,47
ITEM000986,ORD001124,PROD0226,2,51227.31,23
ITEM000987,ORD000526,PROD0006,5,59027.08,41
ITEM000988,ORD000922,PROD0458,2,45142.07,39
ITEM000989,ORD000513,PROD0406,5,26638.64,48
ITEM000990,ORD000975,PROD0353,3,25425.25,44
ITEM000991,ORD001003,PROD0419,2,60359.96,6
ITEM000992,ORD001194,PROD0118,5,49271.48,22
ITEM000993,ORD000927,PROD0285,-2,41087.17,40
ITEM000994,ORD000564,PROD0099,2,56325.23,2
ITEM000995,ORD000402,PROD0424,2,53775.49,3
ITEM000996,ORD000463,PROD0317,2,34097.39,46
ITEM000997,ORD000614,PROD0428,4,28323.33,10
ITEM000998,ORD000016,PROD0088,3,6608.63,26
ITEM000999,ORD000323,PROD0109,1,2530.89,14
ITEM001000,ORD000341,PROD0137,5,62796.45,33
ITEM001001,ORD001200,PROD0169,4,58113.53,34
ITEM001002,ORD000442,PROD0489,4,6124.2,50
ITEM001003,ORD000647,PROD0134,5,43596.49,49
ITEM001004,ORD000402,PROD0208,3,21648.56,5
ITEM001005,ORD000237,PROD0408,2,6403.24,44
ITEM001006,ORD000232,PROD0287,4,42220.44,45
ITEM001007,ORD000277,PROD0028,5,10512.28,8
ITEM001008,ORD000104,PROD0261,5,55932.89,34
ITEM001009,ORD000695,PROD0269,5,14573.39,35
ITEM001010,ORD000366,PROD0023,4,11224.45,8
ITEM001011,ORD000452,PROD0358,1,15557.27,4
ITEM001012,ORD001120,PROD0042,3,43980.25,21
ITEM001013,ORD000024,PROD0400,1,25980.2,46
ITEM001014,ORD000661,PROD0085,5,63090.72,30
ITEM001015,ORD000202,PROD0225,5,2590.99,40
ITEM001016,ORD000053,PROD0369,2,30664.18,43
ITEM001017,ORD001033,PROD0331,3,46701.35,5
ITEM001018,ORD000303,PROD0308,5,26684.07,33
ITEM001019,ORD000157,PROD0078,2,8516.54,39
ITEM001020,ORD000644,PROD0195,4,57149.17,1
ITEM001022,ORD000741,PROD0371,5,48678.44,24
ITEM001023,ORD000483,PROD0212,2,25907.99,20
ITEM001025,ORD001132,PROD0366,1,36948.99,13
ITEM001026,ORD001144,PROD0236,5,15364.59,49
ITEM001027,ORD001077,PROD0095,2,21630.44,3
ITEM001028,ORD000803,PROD0130,5,12138.82,33
ITEM001029,ORD000536,PROD0321,3,25423.42,35
ITEM001030,ORD001021,PROD0451,2,15705.62,48
ITEM001031,ORD000132,PROD0205,3,46619.97,9
ITEM001032,ORD000605,PROD0372,2,51824.15,42
ITEM001034,ORD000755,PROD0370,5,801.59,49
ITEM001035,ORD000947,PROD0448,1,30245.47,40
ITEM001036,ORD000727,PROD0485,3,3702.51,2
ITEM001037,ORD000470,PROD0370,3,964.23,18
ITEM001038,ORD000048,PROD0343,1,4731.24,50
ITEM001039,ORD000596,PROD0263,5,36319.83,1
ITEM001040,ORD000224,PROD0189,2,48732.38,11
ITEM001041,ORD000565,PROD0170,2,37224.86,3
ITEM001042,ORD000697,PROD0020,3,32976.73,18
ITEM001043,ORD000443,PROD0107,3,6840.26,37
ITEM001044,ORD000251,PROD0203,2,9622.51,5
ITEM001045,ORD000932,PROD0270,4,53492.01,34
ITEM001046,ORD000407,PROD0124,5,67558.15,31
ITEM001047,ORD000830,PROD0330,3,42752.35,26
ITEM001048,ORD000158,PROD0490,1,51098.78,32
ITEM001049,ORD000671,PROD0200,1,7800.89,26
ITEM001050,ORD001075,PROD0457,-1,9543.04,1
ITEM001052,ORD001073,PROD0474,1,24769.07,30
ITEM001053,ORD001019,PROD0136,3,48263.18,46
ITEM001054,ORD000007,PROD0452,5,45302.49,39
ITEM001055,ORD000275,PROD0454,1,25259.79,7
ITEM001056,ORD001178,PROD0147,1,55581.86,25
ITEM001057,ORD000703,PROD0430,1,33153.53,26
ITEM001058,ORD000323,PROD0483,2,11320.95,4
ITEM001059,ORD000564,PROD0172,3,20212.67,2
ITEM001060,ORD000603,PROD0067,5,49512.24,2
ITEM001061,ORD000044,PROD0399,3,25631.88,27
ITEM001062,ORD000095,PROD0266,1,2790.63,49
ITEM001063,ORD000087,PROD0484,2,38954.15,13
ITEM001064,ORD000815,PROD0453,5,70191.39,1
ITEM001065,ORD000934,PROD0038,3,575.65,11
ITEM001066,ORD000521,PROD0460,3,23718.37,32
ITEM001067,ORD000894,PROD0293,1,13063.53,27
ITEM001068,ORD000293,PROD0319,2,58312.99,18
